Index,Index_list
109776,"[47258, 88353, 5332, 52778, 79822, 34151, 59609, 39104, 96517, 80980]"
109777,"[105353, 106992, 67136, 98313, 28204, 53862, 44042, 97426, 37383, 19824]"
109778,"[31137, 103177, 1455, 73695, 96854, 89511, 62251, 98603, 75580, 38098]"
109779,"[37568, 48556, 35290, 4566, 34652, 33630, 59861, 83779, 19631, 89387]"
109780,"[96443, 84688, 49239, 98597, 57928, 66795, 85141, 106819, 25845, 40062]"
109781,"[102931, 90249, 51049, 37835, 97538, 103815, 97797, 69175, 89893, 53512]"
109782,"[87823, 54184, 18186, 36462, 87025, 85111, 68916, 63014, 20557, 56862]"
109783,"[80403, 42740, 22443, 49936, 58438, 79150, 54486, 88508, 101323, 50017]"
109784,"[91316, 84520, 104820, 83415, 91073, 85101, 106780, 17725, 6960, 21685]"
109785,"[5944, 4042, 28256, 107130, 81059, 30499, 94025, 62243, 88064, 12671]"
109786,"[3040, 21983, 28447, 42519, 47911, 61069, 105530, 40971, 64238, 70554]"
109787,"[8810, 19953, 64219, 19879, 104274, 29624, 89976, 95013, 61295, 104171]"
109788,"[17230, 102449, 53264, 35844, 99821, 28345, 53349, 18777, 66796, 61383]"
109789,"[40067, 8660, 89026, 100567, 47949, 47322, 104213, 17036, 99285, 86273]"
109790,"[39452, 1365, 88328, 1779, 49843, 91225, 82011, 53230, 83757, 42477]"
109791,"[55335, 31806, 61520, 64490, 20876, 3629, 44712, 27181, 74038, 5515]"
109792,"[31903, 44471, 57190, 103468, 59722, 80661, 27365, 46073, 47808, 13984]"
109793,"[109644, 4383, 21434, 8801, 82273, 68751, 11541, 58116, 27667, 8014]"
109794,"[4441, 14140, 3301, 91080, 88749, 86088, 1885, 81228, 96285, 92440]"
109795,"[15187, 16728, 52636, 18858, 96767, 2168, 43133, 18598, 55344, 1045]"
109796,"[43271, 52119, 28479, 19383, 30100, 79448, 43942, 50805, 12595, 6342]"
109797,"[68214, 15944, 34964, 86935, 38042, 84001, 66828, 33974, 57212, 94401]"
109798,"[70616, 108395, 69551, 109122, 53378, 77597, 97807, 70926, 41919, 12676]"
109799,"[80731, 60252, 53019, 67994, 5663, 96339, 91190, 40787, 5675, 90370]"
109800,"[26751, 2306, 37790, 5738, 41438, 43387, 84148, 84192, 84476, 4694]"
109801,"[85051, 74139, 29125, 6346, 33643, 226, 108695, 58231, 62490, 6200]"
109802,"[26000, 90602, 92979, 83550, 18895, 63043, 52922, 38958, 36890, 84713]"
109803,"[57636, 30151, 103406, 76676, 83477, 72769, 13365, 5794, 67479, 77486]"
109804,"[31025, 61312, 91757, 52110, 87847, 12234, 51912, 11841, 39514, 18335]"
109805,"[5400, 44305, 44064, 74124, 33212, 23904, 17637, 74435, 97949, 65476]"
109806,"[108948, 46122, 92585, 590, 36663, 42127, 61043, 91015, 32756, 25873]"
109807,"[16587, 63910, 72575, 21668, 90326, 22276, 16387, 57508, 50741, 102275]"
109808,"[107829, 21192, 75390, 26748, 42578, 105254, 88162, 10343, 51110, 5758]"
109809,"[56714, 69486, 46207, 27184, 93496, 71450, 62359, 66731, 47557, 21325]"
109810,"[16688, 83138, 95198, 107570, 98217, 31360, 55605, 29568, 96938, 36518]"
109811,"[108497, 61790, 107949, 38970, 89322, 80456, 1853, 29958, 64876, 102520]"
109812,"[2252, 9541, 11557, 103645, 71738, 86009, 36876, 71374, 13552, 102648]"
109813,"[84720, 88275, 30169, 19444, 82012, 103871, 69858, 24787, 24771, 42485]"
109814,"[108126, 46787, 48765, 11482, 79428, 64205, 108812, 91402, 68715, 103817]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 81295, 60317, 27879, 40398]"
109816,"[69701, 63543, 308, 85274, 6239, 92690, 64382, 66263, 96037, 73363]"
109817,"[95107, 43556, 27451, 65329, 95202, 24736, 23102, 47604, 15753, 11860]"
109818,"[66348, 33474, 60617, 87805, 98402, 37931, 21622, 11253, 60389, 83311]"
109819,"[22473, 97032, 90983, 78890, 20480, 41884, 82952, 45231, 61792, 86317]"
109820,"[78980, 33284, 1493, 104946, 80602, 7573, 57369, 45795, 97355, 78728]"
109821,"[52763, 35474, 5371, 46213, 40662, 19089, 36719, 52300, 67674, 107150]"
109822,"[85889, 68921, 4377, 5490, 79226, 30030, 54956, 94923, 58962, 98318]"
109823,"[19383, 12595, 79448, 70273, 43942, 52119, 43271, 28479, 58052, 30100]"
109824,"[26438, 102042, 102780, 92575, 23253, 8453, 92449, 3122, 95539, 86748]"
109825,"[10589, 3343, 68908, 80509, 45854, 75053, 50673, 104037, 28095, 31875]"
109826,"[30745, 34289, 17993, 8408, 35820, 4094, 69792, 83831, 19349, 47720]"
109827,"[14364, 17024, 36767, 38085, 84229, 103590, 2018, 22161, 72395, 31440]"
109828,"[89284, 104755, 5064, 68026, 96879, 72336, 17622, 23273, 34065, 41300]"
