Index,Index_list
109776,"[47258, 88353, 54730, 29734, 19894, 82668, 94371, 5332, 52778, 79822]"
109777,"[105353, 67136, 106992, 98313, 28204, 53862, 97426, 5906, 47208, 8286]"
109778,"[31137, 103177, 73695, 1455, 98603, 38098, 96854, 34689, 89511, 50126]"
109779,"[37568, 48556, 35290, 4566, 103603, 70377, 72850, 34652, 33630, 59861]"
109780,"[96443, 84688, 106819, 49239, 9305, 41948, 3221, 98597, 57928, 66795]"
109781,"[102931, 90249, 37835, 51049, 97538, 103815, 97797, 69175, 58815, 46344]"
109782,"[87823, 54184, 18186, 56862, 80772, 36462, 80052, 58012, 85111, 68916]"
109783,"[12766, 42607, 22443, 49936, 42740, 80403, 79150, 58438, 54486, 88508]"
109784,"[91316, 84520, 105943, 22105, 51951, 104820, 49360, 18822, 83415, 85101]"
109785,"[5944, 4042, 28256, 107130, 9247, 19538, 79813, 81059, 12082, 31022]"
109786,"[40971, 3040, 21983, 28447, 42519, 47911, 15735, 2431, 81225, 79897]"
109787,"[8810, 19953, 19879, 64219, 104274, 74337, 29624, 89976, 81404, 61295]"
109788,"[98268, 17230, 53264, 53349, 102449, 18777, 66796, 28345, 35844, 99821]"
109789,"[40067, 8660, 17036, 89026, 100567, 47949, 16118, 39645, 86273, 67752]"
109790,"[39452, 13407, 1365, 25403, 80926, 22956, 29227, 88328, 1779, 91225]"
109791,"[74038, 55335, 30987, 31806, 61520, 64490, 33617, 30616, 107736, 18940]"
109792,"[27365, 80661, 31903, 44471, 57190, 64489, 103468, 26788, 83467, 90934]"
109793,"[109644, 52385, 4383, 21434, 8801, 82273, 68751, 42976, 102849, 105702]"
109794,"[4441, 14140, 91080, 3301, 45230, 88749, 93782, 57694, 26579, 35412]"
109795,"[15187, 16728, 52636, 18858, 96767, 80487, 2168, 43133, 18598, 55344]"
109796,"[43271, 6342, 28479, 52119, 17482, 82204, 14222, 19115, 19383, 30100]"
109797,"[68214, 94401, 15944, 34964, 7812, 108338, 86935, 38042, 78194, 76109]"
109798,"[70616, 108395, 69551, 109122, 53378, 77597, 97807, 70926, 5326, 78308]"
109799,"[80731, 60252, 53019, 67994, 5663, 96339, 17841, 90422, 82917, 26899]"
109800,"[26751, 46465, 2306, 27454, 37790, 5738, 50932, 97692, 46070, 136]"
109801,"[85051, 74139, 29125, 100361, 10089, 90925, 28497, 6346, 58231, 33643]"
109802,"[36890, 38958, 29294, 84713, 26000, 90602, 83550, 92979, 18895, 63043]"
109803,"[57636, 77486, 30151, 76676, 103406, 83477, 8471, 16062, 72769, 31172]"
109804,"[31025, 61312, 91757, 52110, 96601, 87847, 12234, 51912, 4238, 107337]"
109805,"[5400, 44305, 20161, 44064, 74124, 33212, 23904, 17637, 74435, 97949]"
109806,"[108948, 46122, 42127, 9765, 92585, 73255, 90665, 33956, 69870, 23011]"
109807,"[16587, 22276, 16387, 63910, 72575, 27659, 21668, 10391, 70528, 70296]"
109808,"[107829, 75390, 10343, 21192, 65598, 5758, 54753, 16492, 585, 26748]"
109809,"[56714, 69486, 46207, 27184, 93496, 24869, 28603, 71450, 62359, 31005]"
109810,"[16688, 83138, 95198, 36518, 14610, 27286, 9766, 61191, 107570, 58423]"
109811,"[108497, 61790, 45754, 107949, 31619, 56651, 89627, 89322, 38970, 80456]"
109812,"[2252, 103645, 71738, 71374, 36876, 9541, 70400, 11557, 87146, 50649]"
109813,"[82012, 84720, 88275, 30169, 24787, 19444, 10579, 80559, 69776, 103871]"
109814,"[108126, 46787, 48765, 64205, 79428, 11482, 65204, 108812, 91402, 2165]"
109815,"[65622, 41776, 101091, 52604, 48709, 101382, 31315, 81295, 27879, 60317]"
109816,"[69701, 17908, 63543, 308, 85274, 6239, 92690, 64382, 28628, 63738]"
109817,"[95107, 43556, 27451, 65329, 12077, 13833, 77570, 6913, 34980, 95202]"
109818,"[60389, 66348, 33474, 60617, 32134, 108003, 87805, 92275, 94915, 75368]"
109819,"[22473, 97032, 90983, 78890, 87273, 20480, 41884, 58666, 100933, 11431]"
109820,"[78980, 33284, 1493, 104946, 80602, 57369, 7573, 40670, 45795, 97355]"
109821,"[52763, 35474, 40662, 107150, 20553, 97269, 54170, 5371, 33098, 86759]"
109822,"[85889, 68921, 5490, 4377, 79226, 109658, 30030, 54956, 94923, 3048]"
109823,"[19383, 12595, 91059, 79448, 39434, 52119, 70273, 43942, 43271, 58052]"
109824,"[26438, 102042, 102780, 23253, 8453, 92575, 32444, 92449, 41460, 3122]"
109825,"[10589, 80509, 68908, 3343, 47653, 41240, 98059, 107260, 39193, 88784]"
109826,"[30745, 34289, 17993, 8408, 90795, 65587, 44199, 59965, 35820, 5114]"
109827,"[14364, 17024, 36767, 38085, 32800, 23591, 23740, 82444, 103590, 106833]"
109828,"[96879, 89284, 104755, 5064, 23273, 34065, 41300, 1862, 68026, 88578]"
109829,"[62848, 71430, 108742, 55961, 14106, 97403, 89556, 104962, 70778, 61242]"
109830,"[63875, 67879, 37566, 100881, 70168, 43565, 76743, 106530, 34415, 32622]"
109831,"[98544, 89877, 79295, 78038, 56870, 96007, 13482, 16652, 89431, 92397]"
109832,"[100179, 102381, 89632, 37575, 27364, 2921, 92202, 18546, 27498, 67743]"
109833,"[89764, 26747, 13676, 92613, 104106, 88917, 67379, 89989, 48884, 64290]"
109834,"[92885, 95558, 12038, 76053, 55326, 36402, 92784, 54613, 80332, 25685]"
109835,"[38323, 54543, 94740, 29348, 91750, 101185, 78825, 3888, 72293, 48563]"
109836,"[46937, 37776, 46271, 54023, 82682, 91688, 30505, 42125, 104064, 3356]"
109837,"[81523, 94190, 95753, 49955, 7502, 98385, 94837, 42969, 71998, 42431]"
109838,"[56692, 67503, 68787, 103272, 44621, 19389, 94244, 88576, 98568, 52437]"
109839,"[13548, 90062, 58586, 5573, 64131, 18442, 11984, 62486, 90261, 55561]"
109840,"[28903, 90153, 90137, 27220, 38301, 4488, 20073, 91105, 77549, 94020]"
