Index,Index_list
109776,"[47258, 88353, 5332, 52778, 79822, 34151, 59609, 39104, 96517, 80980]"
109777,"[105353, 67136, 106992, 98313, 28204, 53862, 44042, 97426, 37383, 19824]"
109778,"[31137, 103177, 73695, 1455, 96854, 89511, 62251, 98603, 75580, 38098]"
109779,"[37568, 48556, 35290, 4566, 34652, 33630, 59861, 83779, 19631, 89387]"
109780,"[96443, 84688, 49239, 98597, 57928, 66795, 85141, 106819, 25845, 40062]"
109781,"[102931, 90249, 51049, 37835, 97538, 103815, 97797, 69175, 89893, 53512]"
109782,"[87823, 54184, 18186, 36462, 87025, 85111, 68916, 63014, 20557, 56862]"
109783,"[80403, 22443, 42740, 49936, 58438, 79150, 54486, 101323, 88508, 50017]"
109784,"[91316, 84520, 104820, 83415, 91073, 85101, 106780, 21685, 17725, 6960]"
109785,"[5944, 4042, 28256, 107130, 81059, 30499, 94025, 62243, 88064, 12671]"
109786,"[21983, 3040, 28447, 42519, 47911, 61069, 105530, 40971, 64238, 108231]"
109787,"[8810, 19953, 64219, 19879, 104274, 29624, 89976, 95013, 61295, 104171]"
109788,"[17230, 102449, 53264, 35844, 99821, 28345, 53349, 18777, 61383, 71810]"
109789,"[40067, 8660, 89026, 100567, 47949, 47322, 104213, 17036, 99285, 86273]"
109790,"[39452, 1365, 88328, 1779, 49843, 91225, 82011, 53230, 83757, 42477]"
109791,"[55335, 31806, 61520, 64490, 20876, 3629, 44712, 27181, 74038, 5515]"
109792,"[31903, 57190, 44471, 103468, 80661, 27365, 59722, 46073, 47808, 13984]"
109793,"[109644, 4383, 21434, 8801, 82273, 68751, 11541, 58116, 27667, 8014]"
109794,"[4441, 14140, 3301, 88749, 91080, 86088, 1885, 81228, 96285, 45230]"
109795,"[15187, 16728, 18858, 52636, 96767, 2168, 43133, 18598, 55344, 1045]"
109796,"[43271, 52119, 28479, 19383, 30100, 79448, 43942, 50805, 12595, 6342]"
109797,"[68214, 15944, 34964, 86935, 38042, 84001, 66828, 33974, 57212, 94401]"
109798,"[70616, 108395, 69551, 109122, 53378, 77597, 97807, 70926, 41919, 12676]"
109799,"[80731, 60252, 53019, 67994, 5663, 96339, 91190, 40787, 5675, 90370]"
109800,"[26751, 2306, 37790, 5738, 41438, 43387, 84148, 84192, 84476, 4694]"
109801,"[85051, 74139, 29125, 6346, 33643, 226, 108695, 62490, 6200, 58231]"
109802,"[26000, 90602, 92979, 83550, 18895, 63043, 52922, 38958, 36890, 29294]"
109803,"[57636, 30151, 103406, 76676, 83477, 72769, 13365, 5794, 67479, 77486]"
109804,"[31025, 61312, 91757, 52110, 87847, 12234, 51912, 11841, 39514, 18335]"
109805,"[5400, 44305, 44064, 74124, 33212, 23904, 17637, 97949, 74435, 65476]"
109806,"[108948, 46122, 92585, 590, 36663, 42127, 61043, 25873, 32756, 91015]"
109807,"[16587, 63910, 72575, 21668, 90326, 16387, 22276, 57508, 50741, 102275]"
109808,"[107829, 75390, 21192, 26748, 42578, 105254, 88162, 10343, 5758, 65598]"
109809,"[56714, 69486, 46207, 27184, 93496, 62359, 71450, 66731, 47557, 21325]"
109810,"[16688, 83138, 95198, 107570, 98217, 31360, 55605, 29568, 96938, 36518]"
109811,"[108497, 61790, 107949, 38970, 89322, 80456, 1853, 29958, 64876, 102520]"
109812,"[2252, 9541, 11557, 103645, 71738, 36876, 86009, 71374, 102648, 13552]"
109813,"[84720, 88275, 30169, 19444, 82012, 103871, 69858, 24787, 24771, 42485]"
109814,"[108126, 46787, 48765, 11482, 79428, 64205, 108812, 91402, 103817, 68715]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 81295, 60317, 27879, 40398]"
109816,"[69701, 63543, 308, 85274, 6239, 92690, 64382, 66263, 96037, 73363]"
109817,"[95107, 43556, 27451, 65329, 24736, 95202, 23102, 47604, 15753, 11860]"
109818,"[66348, 33474, 60617, 87805, 98402, 37931, 21622, 11253, 60389, 83311]"
109819,"[22473, 97032, 90983, 78890, 20480, 41884, 45231, 82952, 61792, 86317]"
109820,"[78980, 33284, 1493, 104946, 80602, 57369, 7573, 45795, 97355, 78728]"
109821,"[52763, 35474, 5371, 40662, 46213, 19089, 36719, 52300, 107150, 67674]"
109822,"[85889, 68921, 4377, 5490, 79226, 54956, 30030, 94923, 58962, 98318]"
109823,"[19383, 12595, 79448, 43942, 70273, 52119, 43271, 28479, 58052, 30100]"
109824,"[26438, 102042, 102780, 92575, 8453, 23253, 92449, 3122, 86748, 95539]"
109825,"[10589, 3343, 68908, 80509, 45854, 75053, 50673, 104037, 28095, 31875]"
109826,"[30745, 34289, 17993, 8408, 35820, 4094, 69792, 83831, 19349, 47720]"
109827,"[17024, 14364, 36767, 38085, 84229, 103590, 2018, 22161, 72395, 31440]"
109828,"[89284, 104755, 5064, 68026, 96879, 72336, 17622, 23273, 41300, 34065]"
109829,"[62848, 71430, 108742, 97403, 89556, 70778, 104962, 61242, 36673, 44282]"
109830,"[63875, 67879, 37566, 13727, 6073, 100881, 70168, 43565, 55670, 76743]"
109831,"[98544, 89877, 78038, 56870, 79295, 13482, 16652, 71995, 37130, 85420]"
109832,"[100179, 37575, 27364, 92202, 18546, 36164, 55224, 28390, 89632, 102381]"
109833,"[89764, 13676, 26747, 92613, 88917, 89989, 64290, 73442, 65233, 91662]"
109834,"[92885, 95558, 12038, 76053, 55326, 92784, 1610, 89900, 4747, 60298]"
109835,"[38323, 94740, 91750, 29348, 54543, 78825, 48563, 92259, 62741, 53682]"
109836,"[46937, 37776, 82682, 104064, 66550, 109558, 63610, 22748, 17254, 60486]"
109837,"[81523, 49955, 7502, 98385, 94837, 42969, 71998, 42431, 88577, 70445]"
109838,"[56692, 67503, 68787, 103272, 44621, 88576, 98568, 52437, 14959, 60981]"
109839,"[13548, 90062, 58586, 5573, 64131, 18442, 11984, 90261, 58360, 46815]"
109840,"[28903, 27220, 90153, 90137, 38301, 20073, 91105, 77549, 94020, 99297]"
109841,"[4506, 35475, 22676, 55162, 61552, 10730, 4857, 45582, 42742, 49918]"
109842,"[33690, 104712, 21084, 11622, 89328, 105929, 17336, 67677, 18948, 17765]"
109843,"[83216, 27012, 45354, 81833, 21889, 94219, 68068, 35714, 47442, 101055]"
109844,"[18322, 51300, 17111, 62172, 47421, 40875, 86791, 10758, 15728, 8388]"
109845,"[99743, 74981, 50836, 81425, 79553, 67666, 56843, 41995, 35697, 38419]"
109846,"[66415, 64849, 66745, 18565, 9453, 51689, 38662, 22645, 77281, 24481]"
109847,"[59316, 75760, 96484, 25381, 65453, 37532, 45439, 66022, 26077, 70354]"
109848,"[92508, 66917, 70342, 11829, 92914, 35058, 67532, 106990, 72169, 21680]"
109849,"[75747, 64843, 77347, 11558, 17608, 11344, 13285, 67938, 22937, 81189]"
109850,"[97157, 85696, 68270, 20729, 60106, 16892, 41842, 104447, 89448, 21188]"
109851,"[70686, 88604, 29563, 94545, 78759, 82477, 1227, 51350, 67284, 4812]"
109852,"[41219, 88398, 98484, 54706, 97294, 22515, 9073, 52334, 1250, 34299]"
109853,"[54222, 20443, 79682, 106859, 92338, 30871, 98531, 109283, 23062, 86927]"
109854,"[70046, 14509, 12987, 18915, 22396, 25857, 20653, 58718, 100548, 109469]"
109855,"[105176, 103713, 39040, 91194, 49098, 60734, 90731, 61338, 106200, 82745]"
109856,"[23754, 67681, 23546, 62432, 65320, 29813, 73453, 18523, 28815, 29656]"
109857,"[5586, 15125, 54142, 30620, 97234, 33371, 50493, 18715, 74177, 46112]"
109858,"[52332, 65543, 22353, 73144, 71977, 30187, 29614, 30299, 14030, 80776]"
109859,"[96052, 72296, 47946, 57232, 34205, 84606, 28658, 42749, 55935, 19346]"
109860,"[8488, 57646, 17767, 21117, 23221, 10927, 77067, 23449, 20822, 81499]"
109861,"[7114, 34933, 28794, 104893, 11645, 68282, 30305, 8269, 6717, 80958]"
109862,"[25232, 9769, 106272, 54046, 92266, 21615, 782, 21869, 64871, 227]"
109863,"[82917, 35067, 97419, 91989, 4583, 87684, 105201, 46503, 1795, 52545]"
109864,"[10780, 34614, 38824, 28277, 30602, 35939, 40262, 108453, 15631, 41547]"
109865,"[9795, 39986, 42158, 76731, 22335, 97998, 86452, 34235, 61931, 43435]"
109866,"[735, 79766, 62877, 4509, 74688, 76986, 11992, 8028, 101052, 70757]"
109867,"[82480, 14043, 26977, 12544, 101741, 40095, 36447, 84265, 90123, 81404]"
109868,"[8556, 47669, 25326, 3968, 37812, 67883, 79806, 4587, 9741, 84206]"
109869,"[14415, 58868, 5207, 3302, 13586, 39878, 100843, 93538, 102164, 37360]"
109870,"[66334, 74709, 35553, 59402, 102674, 7985, 7608, 108044, 77048, 31910]"
109871,"[68127, 69563, 2901, 48459, 57560, 42032, 26500, 70815, 3064, 49572]"
109872,"[59247, 98546, 70257, 62833, 109535, 71471, 45603, 109108, 65900, 94826]"
109873,"[75349, 61647, 43978, 77860, 4527, 9295, 21256, 88262, 106647, 53509]"
109874,"[29370, 50977, 66622, 88669, 55807, 68234, 42027, 29714, 98119, 57354]"
109875,"[69146, 88694, 49803, 74654, 76225, 109311, 37335, 68617, 2932, 40027]"
109876,"[20164, 61920, 24633, 29442, 22183, 64825, 23594, 98931, 82585, 75049]"
109877,"[105026, 33641, 41926, 24389, 56693, 88927, 76936, 2916, 97176, 108222]"
109878,"[75732, 60372, 42047, 13537, 44123, 63665, 11497, 14272, 93163, 23167]"
109879,"[76092, 75952, 35792, 3797, 52436, 61229, 68546, 85463, 34345, 98060]"
109880,"[17941, 42709, 50368, 22047, 53766, 98733, 24886, 22527, 104528, 50702]"
109881,"[71813, 49856, 12661, 42736, 75082, 108248, 105936, 4387, 93669, 45372]"
109882,"[10713, 99741, 58879, 91683, 48912, 88279, 18658, 86806, 74868, 42010]"
109883,"[99446, 61006, 74755, 33277, 51811, 18590, 56033, 38495, 90760, 109640]"
109884,"[64283, 1772, 91275, 52331, 105834, 56149, 58576, 28992, 46697, 31268]"
109885,"[23869, 92788, 41524, 77147, 58073, 39846, 61745, 79616, 23351, 65397]"
109886,"[108718, 56972, 22575, 102280, 1382, 37788, 7483, 38097, 31050, 97149]"
109887,"[101146, 23133, 90179, 17595, 49421, 101083, 58563, 59427, 45466, 74052]"
109888,"[84508, 34660, 50077, 88292, 65565, 47624, 70135, 62930, 14164, 57316]"
109889,"[100291, 28659, 40889, 22270, 68204, 56950, 86042, 8525, 7836, 44852]"
109890,"[36181, 90206, 27887, 32823, 35359, 55971, 101753, 16361, 106175, 8523]"
109891,"[65506, 68477, 10125, 317, 48931, 81880, 9659, 63270, 101686, 106450]"
109892,"[77604, 65190, 68262, 66978, 89073, 70536, 64795, 97111, 94250, 28916]"
109893,"[77129, 6813, 82865, 55356, 15743, 95066, 82288, 32343, 74881, 100826]"
109894,"[106701, 37229, 93256, 96806, 89914, 41069, 104674, 91822, 8270, 39970]"
109895,"[65929, 35093, 94218, 94922, 18603, 18225, 107330, 33783, 75120, 96502]"
109896,"[407, 109373, 60732, 8665, 109482, 75249, 31075, 49418, 83654, 13093]"
109897,"[29273, 103842, 45705, 12023, 48160, 6860, 79921, 11907, 76307, 55881]"
109898,"[40476, 49705, 16802, 36828, 99170, 85067, 16873, 82364, 99744, 51989]"
109899,"[15216, 53668, 76736, 66016, 34286, 59588, 41186, 92306, 74257, 23856]"
109900,"[46918, 69916, 6246, 20893, 58254, 7604, 26402, 108778, 97880, 70092]"
109901,"[22806, 52144, 328, 9954, 92214, 98576, 93258, 44767, 62125, 78037]"
109902,"[7883, 101152, 38056, 83339, 63621, 79490, 42945, 20567, 3522, 37832]"
109903,"[37828, 33985, 17432, 93447, 20961, 43296, 44859, 109544, 93202, 79486]"
