Index,Index_list
109776,"[47258, 88353, 5332, 52778, 79822, 34151, 59609, 39104, 96517, 80980]"
109777,"[105353, 106992, 67136, 98313, 28204, 53862, 44042, 97426, 37383, 19824]"
109778,"[31137, 103177, 1455, 73695, 96854, 89511, 62251, 75580, 85105, 80861]"
109779,"[37568, 48556, 35290, 4566, 34652, 33630, 59861, 83779, 19631, 89387]"
109780,"[96443, 84688, 49239, 98597, 57928, 66795, 85141, 25845, 40062, 73036]"
109781,"[102931, 90249, 51049, 37835, 97538, 103815, 97797, 69175, 89893, 53512]"
109782,"[87823, 54184, 18186, 36462, 87025, 85111, 68916, 63014, 20557, 1803]"
109783,"[80403, 42740, 22443, 49936, 58438, 79150, 54486, 88508, 101323, 50017]"
109784,"[91316, 84520, 104820, 83415, 91073, 85101, 106780, 17725, 21685, 6960]"
109785,"[5944, 4042, 28256, 107130, 81059, 30499, 94025, 62243, 88064, 12671]"
109786,"[21983, 3040, 28447, 42519, 47911, 61069, 105530, 70554, 108231, 64238]"
109787,"[8810, 19953, 64219, 19879, 104274, 29624, 89976, 95013, 61295, 104171]"
109788,"[17230, 102449, 53264, 35844, 28345, 99821, 53349, 18777, 66796, 61383]"
109789,"[40067, 8660, 89026, 100567, 47949, 47322, 104213, 99285, 64990, 48523]"
109790,"[39452, 1365, 88328, 1779, 49843, 91225, 82011, 83757, 53230, 42477]"
109791,"[55335, 31806, 61520, 64490, 20876, 3629, 44712, 27181, 5515, 31420]"
109792,"[31903, 44471, 57190, 103468, 59722, 46073, 47808, 13984, 33566, 80224]"
109793,"[109644, 4383, 21434, 8801, 82273, 68751, 11541, 58116, 27667, 8014]"
109794,"[4441, 14140, 3301, 91080, 88749, 86088, 1885, 81228, 96285, 92440]"
109795,"[15187, 16728, 18858, 52636, 96767, 2168, 43133, 18598, 55344, 1045]"
109796,"[43271, 52119, 28479, 19383, 30100, 79448, 43942, 12595, 50805, 50837]"
109797,"[68214, 15944, 34964, 86935, 38042, 84001, 66828, 33974, 57212, 33417]"
109798,"[70616, 108395, 69551, 109122, 53378, 77597, 97807, 70926, 41919, 12676]"
109799,"[80731, 60252, 53019, 67994, 5663, 96339, 91190, 40787, 5675, 90370]"
109800,"[26751, 2306, 37790, 5738, 43387, 41438, 84148, 84192, 84476, 4694]"
109801,"[74139, 85051, 29125, 6346, 33643, 226, 108695, 62490, 6200, 58231]"
109802,"[26000, 90602, 83550, 92979, 18895, 63043, 52922, 86241, 100411, 105479]"
109803,"[57636, 30151, 103406, 76676, 83477, 72769, 13365, 5794, 67479, 42770]"
109804,"[31025, 61312, 91757, 52110, 87847, 12234, 51912, 11841, 39514, 18335]"
109805,"[5400, 44305, 44064, 74124, 33212, 23904, 17637, 74435, 97949, 65476]"
109806,"[108948, 46122, 92585, 590, 36663, 61043, 32756, 25873, 91015, 103658]"
109807,"[16587, 63910, 72575, 21668, 90326, 57508, 50741, 102275, 55181, 101800]"
109808,"[107829, 75390, 21192, 26748, 105254, 42578, 88162, 51110, 56746, 78217]"
109809,"[56714, 69486, 46207, 27184, 93496, 62359, 71450, 66731, 47557, 21325]"
109810,"[16688, 83138, 95198, 107570, 98217, 31360, 55605, 29568, 96938, 15396]"
109811,"[108497, 61790, 107949, 89322, 38970, 80456, 1853, 29958, 64876, 102520]"
109812,"[2252, 9541, 11557, 86009, 102648, 13552, 52679, 91331, 80605, 81771]"
109813,"[84720, 88275, 30169, 19444, 103871, 69858, 24771, 42485, 14037, 17453]"
109814,"[108126, 46787, 48765, 11482, 79428, 64205, 108812, 91402, 68715, 103817]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 81295, 60317, 27879, 40398]"
109816,"[69701, 63543, 308, 85274, 6239, 92690, 64382, 66263, 96037, 73363]"
109817,"[43556, 95107, 27451, 65329, 95202, 24736, 23102, 47604, 15753, 11860]"
109818,"[66348, 33474, 60617, 87805, 98402, 37931, 21622, 11253, 83311, 90176]"
109819,"[22473, 97032, 90983, 78890, 20480, 41884, 45231, 82952, 86317, 61792]"
109820,"[78980, 33284, 1493, 104946, 80602, 7573, 57369, 45795, 97355, 78728]"
109821,"[52763, 5371, 46213, 19089, 36719, 52300, 67674, 87303, 3351, 99502]"
109822,"[85889, 68921, 5490, 4377, 79226, 30030, 54956, 94923, 58962, 98318]"
109823,"[19383, 12595, 79448, 70273, 43942, 52119, 43271, 28479, 58052, 30100]"
109824,"[26438, 102042, 102780, 92575, 8453, 23253, 92449, 3122, 95539, 86748]"
109825,"[10589, 3343, 68908, 45854, 50673, 75053, 104037, 28095, 31875, 68745]"
109826,"[30745, 34289, 17993, 8408, 35820, 69792, 4094, 83831, 19349, 47720]"
109827,"[14364, 17024, 36767, 38085, 84229, 103590, 2018, 22161, 72395, 31440]"
109828,"[89284, 104755, 5064, 68026, 72336, 17622, 6264, 51278, 106877, 5425]"
