Index,Index_list
109776,"[47258, 88353, 52778, 5332, 54730, 29734, 94371, 19894, 82668, 79822]"
109777,"[105353, 97426, 44042, 106992, 67136, 5906, 98313, 28204, 8286, 53862]"
109778,"[31137, 98603, 38098, 89511, 73695, 103177, 1455, 34689, 50126, 105233]"
109779,"[37568, 48556, 103603, 70377, 35290, 4566, 34652, 33630, 72850, 59861]"
109780,"[106819, 9305, 96443, 25845, 66795, 84688, 49239, 40062, 41948, 98597]"
109781,"[102931, 90249, 37835, 51049, 97538, 103815, 97797, 58815, 36781, 17413]"
109782,"[87823, 54184, 56862, 80772, 18186, 58012, 82203, 1803, 62699, 87025]"
109783,"[42740, 49936, 22443, 80403, 42607, 12766, 58438, 96569, 79150, 54486]"
109784,"[91316, 84520, 104820, 83415, 85101, 51951, 105943, 22105, 91073, 49360]"
109785,"[5944, 4042, 9247, 28256, 88064, 19538, 107130, 79813, 81059, 94025]"
109786,"[40971, 47911, 42519, 28447, 3040, 21983, 108231, 64238, 43443, 70554]"
109787,"[19953, 8810, 64219, 104274, 74337, 19879, 59912, 89976, 29624, 61111]"
109788,"[53349, 18777, 66796, 102449, 35844, 99821, 17230, 98268, 53264, 28345]"
109789,"[8660, 17036, 16118, 5455, 13467, 39645, 86273, 47322, 87618, 40067]"
109790,"[39452, 13407, 91225, 49843, 1365, 25403, 80926, 99807, 22956, 88328]"
109791,"[74038, 30987, 55335, 64490, 61520, 31806, 3629, 44712, 27181, 46738]"
109792,"[80661, 27365, 31903, 64489, 46073, 26788, 47808, 44471, 90934, 57190]"
109793,"[109644, 21434, 52385, 4383, 58116, 8014, 27667, 42976, 83852, 8801]"
109794,"[4441, 88749, 45230, 93782, 26579, 14140, 91080, 35412, 3301, 35963]"
109795,"[15187, 16728, 43133, 52636, 18858, 2168, 80487, 96767, 15595, 82399]"
109796,"[43271, 6342, 28479, 52119, 50837, 19383, 30100, 17482, 19115, 14222]"
109797,"[94401, 68214, 7812, 84001, 15944, 34964, 108338, 78194, 86935, 35983]"
109798,"[69551, 70616, 108395, 109122, 56956, 56898, 53378, 77597, 92730, 70926]"
109799,"[60252, 96339, 80731, 17841, 53019, 90370, 67994, 88444, 26899, 19683]"
109800,"[46465, 2306, 26751, 27454, 84476, 84192, 37790, 4694, 41438, 97692]"
109801,"[85051, 29125, 74139, 100361, 10089, 90925, 28497, 6200, 108695, 33643]"
109802,"[36890, 83550, 92979, 38958, 26000, 84713, 90602, 29294, 18895, 63043]"
109803,"[77486, 5794, 57636, 67479, 83477, 30151, 42770, 103406, 8437, 19420]"
109804,"[31025, 61312, 91757, 52110, 96601, 87847, 12234, 57666, 108142, 51912]"
109805,"[5400, 23904, 44305, 33212, 44064, 74124, 20161, 74435, 17637, 97949]"
109806,"[42127, 108948, 46122, 9765, 92585, 91015, 25873, 32756, 12513, 590]"
109807,"[16587, 22276, 16387, 63910, 72575, 70528, 27659, 78771, 6447, 32630]"
109808,"[10343, 65598, 5758, 16492, 107829, 21192, 585, 75390, 51110, 26748]"
109809,"[56714, 24869, 46207, 28603, 69486, 31005, 78747, 27184, 66731, 5925]"
109810,"[16688, 83138, 36518, 14610, 31360, 61191, 95198, 29568, 107570, 98217]"
109811,"[89322, 80456, 108497, 61790, 1853, 107949, 29958, 64876, 724, 45754]"
109812,"[103645, 71738, 36876, 9541, 70400, 2252, 87146, 11557, 52679, 81771]"
109813,"[84720, 82012, 24787, 10579, 80559, 69776, 88275, 30169, 19444, 75474]"
109814,"[108126, 68715, 2165, 65204, 48765, 64205, 82141, 79428, 43930, 108812]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 101382, 18132, 48011, 27992]"
109816,"[17908, 69701, 63543, 66263, 85274, 308, 6239, 96037, 73363, 92690]"
109817,"[95107, 43556, 27451, 65329, 12077, 24736, 23102, 47604, 13833, 35201]"
109818,"[60389, 66348, 11253, 32134, 33474, 60617, 108003, 63780, 21622, 97230]"
109819,"[22473, 87273, 90983, 97032, 78890, 20480, 92956, 95762, 82952, 71552]"
109820,"[78980, 33284, 1493, 104946, 80602, 7573, 57369, 45795, 40670, 97355]"
109821,"[52763, 35474, 40662, 46213, 5371, 107150, 54170, 20553, 86759, 97269]"
109822,"[30030, 109658, 79226, 85889, 68921, 98318, 4377, 5490, 53573, 94923]"
109823,"[19383, 12595, 58052, 79448, 39434, 43942, 91059, 70273, 43271, 52119]"
109824,"[102042, 26438, 41460, 95539, 86748, 8453, 92575, 23253, 102780, 53811]"
109825,"[80509, 107260, 10589, 98059, 88784, 45854, 50673, 75053, 3343, 68908]"
109826,"[30745, 17993, 34289, 19349, 35820, 44199, 65587, 108848, 69792, 59965]"
109827,"[36767, 103590, 17024, 14364, 2018, 38085, 72395, 32800, 55596, 84229]"
109828,"[96879, 23273, 1862, 104755, 88578, 86829, 5064, 89284, 17622, 73719]"
109829,"[62848, 108742, 71430, 97403, 55961, 44282, 36673, 20360, 93327, 93203]"
109830,"[63875, 100881, 70168, 43565, 67879, 76743, 37566, 106530, 13727, 6073]"
109831,"[98544, 79295, 89877, 56870, 78038, 96007, 16652, 71995, 38100, 13482]"
109832,"[102381, 100179, 89632, 92202, 18546, 37575, 28390, 36164, 55224, 27364]"
109833,"[13676, 67379, 104106, 89764, 48884, 26747, 92613, 2851, 78997, 91662]"
109834,"[92885, 1610, 12038, 76053, 95558, 4747, 60298, 89900, 25685, 55326]"
109835,"[54543, 38323, 94740, 62741, 29348, 91750, 3888, 92259, 8571, 78825]"
109836,"[46937, 82682, 54023, 46271, 37776, 63610, 104064, 91688, 109558, 42125]"
109837,"[81523, 7502, 49955, 98385, 95753, 94190, 94837, 31335, 30568, 74140]"
109838,"[56692, 19389, 94244, 67503, 68787, 44621, 103272, 88576, 52437, 98568]"
109839,"[90062, 13548, 58586, 18442, 36374, 907, 5573, 70367, 62486, 64131]"
109840,"[28903, 27220, 90137, 90153, 38301, 4488, 20073, 91105, 77549, 16399]"
109841,"[61552, 22676, 35475, 5360, 4506, 55162, 21730, 109556, 54038, 59181]"
109842,"[33690, 104712, 21084, 89328, 11622, 9181, 17765, 74729, 57106, 17336]"
109843,"[83216, 47442, 27012, 100432, 45354, 85033, 8002, 94219, 21889, 81833]"
109844,"[109331, 43170, 18322, 51300, 17111, 23610, 10758, 15728, 8388, 40875]"
109845,"[99743, 74981, 50836, 79553, 63018, 56843, 81425, 38419, 67666, 51816]"
109846,"[66415, 9453, 18565, 64849, 22645, 66745, 16549, 94917, 24481, 45628]"
109847,"[59316, 75760, 20800, 96484, 9787, 90520, 25381, 65453, 75160, 66022]"
109848,"[66917, 11829, 70342, 92914, 92508, 21680, 35058, 72169, 55630, 56203]"
109849,"[17608, 75747, 64843, 55545, 11558, 31275, 59707, 77347, 89994, 11344]"
109850,"[3765, 97157, 56994, 20729, 68270, 85696, 21188, 41674, 60106, 53556]"
109851,"[88604, 78759, 70686, 94545, 29563, 71470, 82477, 51350, 6047, 1227]"
109852,"[41219, 88398, 98484, 22515, 9073, 19527, 52334, 54706, 21056, 21880]"
109853,"[54222, 23062, 109283, 98531, 20443, 2058, 106859, 46551, 78918, 92338]"
109854,"[100548, 58718, 25857, 22396, 20653, 35358, 70046, 14509, 99243, 31229]"
109855,"[105176, 103713, 22203, 99863, 91194, 33751, 16047, 10319, 60734, 67111]"
109856,"[23754, 23546, 67681, 62432, 65320, 28815, 33781, 48177, 86327, 29813]"
109857,"[5586, 15125, 54142, 30620, 30567, 97234, 18715, 50493, 50118, 74177]"
109858,"[30299, 51450, 71977, 65543, 85262, 30187, 52332, 29614, 100228, 80776]"
109859,"[96052, 72296, 57232, 47946, 34205, 84606, 28658, 18505, 42749, 82531]"
109860,"[8488, 57646, 17767, 30546, 21117, 67374, 77067, 2063, 30242, 23221]"
109861,"[7114, 34933, 6717, 28794, 30305, 104893, 11645, 68282, 37887, 80958]"
109862,"[21615, 25232, 9769, 782, 21869, 106272, 60471, 108350, 13133, 54046]"
109863,"[82917, 35067, 55656, 82103, 97419, 1795, 79922, 91989, 13030, 66282]"
109864,"[10780, 34614, 38824, 15631, 41547, 35939, 108453, 40856, 28277, 30602]"
109865,"[39986, 34235, 9795, 22335, 42158, 76731, 8121, 12600, 38736, 97998]"
109866,"[109266, 735, 11992, 87291, 212, 79766, 28917, 62877, 4509, 74688]"
109867,"[82480, 26977, 14043, 40095, 8438, 101741, 12544, 84265, 36447, 2567]"
109868,"[59820, 46530, 74747, 18441, 8556, 47669, 5128, 25326, 37812, 3968]"
